Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (mg/stk),Airmass SP (mg/stk),Ambient Press (kPa),Ambient Temp (°F),Battery Volts (V),Boost (psi),BPA Deviation (%),BPA Pos (%),WG Position (%),BPA SP (%),Brake Press (bar),Calc HP (hp),Calc TQ (lbft),Cat Temp (°F),Comb Mode (),Coolant Temp (°F),Cruise (),Current map (),DV Position (%),Eng State (),Engine Speed (rpm),EOI Actual (°),EOI Limit (°),Eth Content (%),Exh Flow Fac (),Exh Press Des (kPa),Exhaust Cam (°),FAC_MFF_ADD_FAC_LAM_AD (%),FAC_MFF_BAS_CUS (),FAC_TQ_REQ_DRIV_DROF (),FAC_TQ_REQ_PV (),Fastest Wheel (km/h),Flex IAT add (),Flex IAT weight (),Flex Lambda add (),Flex Lambda weight (),Flex MPI add (),Flex MPI weight (),Flex PUT Adder (kPa),Flex PUT weight (),Flex Spark Adder (°),Flex Spark weight (),Flex Torque Adder (ft-lb),Flex Torque weight (),FP DI (bar),FP DI SP (bar),FP MPI (kPa),FP MPI SP (kPa),Fuel Flow (g/min),Fuel Flow SP (mg/stk),Fuel Split MPI (),fup_efp_ctl_ad (kPa),fup_efp_ctl_i (kPa),fup_efp_dif (kPa),Gear (),HPFP Eff Vol (%),IAT (°F),Ign Table Value (°),Ign Timing Avg (°),Inj Duty DI (%),Inj Duty MPI (%),Inj PW DI (ms),Inj PW MPI (ms),Int Flow Fac (),Intake Cam (°),knk nl0 (V),knk nl1 (V),knk nl2 (V),knk nl3 (V),knks_cmd_gain_ad0 (),knks_cmd_gain_ad1 (),knks_cmd_gain_ad2 (),knks_cmd_gain_ad3 (),knks_rng_h0 (V),knks_rng_h1 (V),knks_rng_h2 (V),knks_rng_h3 (V),knks_thd0 (V),knks_thd1 (V),knks_thd2 (V),knks_thd3 (V),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),LACO State (),Lambda (),Lambda Delta (),Lambda PID (%),Lambda SP (),Lambda SP Filtered (),LPFP DC (%),LTFT (%),LV_PRS_IM_SP_UP_THD (),MAF_COR (),MAP (kPa),MAP SP (kPa),MBT Ignition (deg crank),Misfire Cyl 1 (),Misfire Cyl 2 (),Misfire Cyl 3 (),Misfire Cyl 4 (),Misfire Sum (),Muffler Temp (C),Oil Temp (°F),PCV Mean Voltage (V),PCV PSI (psi),Pedal Pos (%),Port Flap Pos (),PQ_THR_SP_1 (),Press Ratio (),PRS_UP_THR_WIDE_OPEN_THR (hPa),PUT (kPa),PUT I Inhibit (),PUT SP (kPa),PUT_DIF_PUT_CTL (hPa),PUT_INC_MMV (hPa),put_sp_optm_resp (kpa),Slowest Wheel (km/h),SOI Actual (°),SOI Limit (°),STATE_ALFU (),STATE_ALFU_CTL (),Steering Angle (°),STFT (%),Target Slip (km/h),TC Active (),TC D (),TC I (),TC Ignition pull (km/h),TC P (),TC PID (),TC WG pull (%),TC Wheel Slip (km/h),TEG_DYN_UP_TUR (C),Torque (Nm),Torque Lim (),Torque Max (Nm),Torque Req (Nm),Total Trim (%),TPS (°),tqi_add_puc_open_thr[0] (nm),Turbine Temp (°F),Turbo Speed (krpm),Valve Lift Pos (),Vehicle Speed (mph),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Current (a),WG Voltage (V),Wheel Speed FL (mph),Wheel Speed FR (mph),Wheel Speed RL (mph),Wheel Speed RR (mph),FAC_LAM_AD_OUT_FMSP[0] (%),MFF_ADD_LAM_AD_OUT_FMSP[0] (mg/stk),FAC_LAM_LIM[1] (%),MFF_SP_CLC[0] (mg/stk),SimosTools [R1.73:2025_10_9:mpi 1.4.bin]
495.706,0.13491409,-0.5729617,106.936356,110.975876,101.37136,63.050007,13.957684,-9.762487,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1056.83,0.0,211.54997,2.0,1.0,0.0,5.0,3115.0,254.625,17.25,54.901962,0.09106445,104.691666,0.0,1.3916025,0.9375,0.0,0.0,41.07,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,56.155727,64.22195,650.60406,624.86646,0.0,9.007782,0.0,21.757559,6.898738,-26.002935,2.0,25.306702,95.4662,27.0,-2.625,5.96007,0.0,1.38,0.0,0.10467529,-7.3828125,0.6791687,0.7481384,0.7344055,0.62034607,2.0,1.0,1.0,5.0,0.6921387,0.80566406,0.80078125,0.748291,1.8945312,2.0898438,1.9140625,1.796875,0.0,0.0,0.0,0.0,0.0,3.0,0.93066406,-0.002441408,0.0,1.0,0.9342658,67.185974,0.7812499,0.0,0.0,34.061497,34.93793,27.0,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5479126,-2.6891763,0.0,1.0,0.32519686,1.0598284,1225.8527,107.43624,1.0,101.383255,-60.363956,0.08291753,101.38323,41.0,280.5,450.0,10.0,0.0,-1.61875,7.8765635,10.05,0.0,-0.08,0.0,0.0,-9.98,0.0,0.0793457,0.069999695,865.6875,0.03125,0.0,426.65625,-29.28125,6.4408584,7.936031,0.0,1385.5549,39.65454,0.0,25.569487,31.40625,0.0,-5.0323486,29.27246,24.21112,-0.74005127,3.7792969,25.519777,25.594341,25.544632,25.594341,1.3916016,0.0,0.0,9.007782,0
495.738,0.12793127,-0.5479347,106.39752,110.93348,101.37255,63.050007,13.959831,-9.763585,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1056.83,0.0,211.54997,2.0,1.0,0.0,5.0,3123.0,254.625,17.25,54.901962,0.09564209,104.80775,0.0,1.3916025,0.9375,0.0,0.0,41.09,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,63.48431,70.78105,649.012,624.86646,0.0,8.181186,0.0,21.757559,6.898738,-24.41092,2.0,21.824646,95.464584,27.0,-2.625,5.992696,0.0,1.384,0.0,0.1015625,-7.25,0.6757355,0.74050903,0.7344055,0.6248474,2.0,1.0,1.0,5.0,0.64941406,0.68237305,0.83984375,0.748291,1.8945312,2.0898438,1.9140625,1.796875,0.0,0.0,0.0,0.0,0.0,3.0,0.9316406,0.005798344,0.0,1.0507812,0.92706364,67.25769,0.7812499,0.0,0.0,34.05512,35.0638,27.0,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5483704,-2.6890664,0.0,1.0,0.3269994,1.057771,1226.0187,107.22894,1.0,101.383255,-59.037277,-0.49750513,101.38323,40.94,280.5,450.0,10.0,0.0,-1.61875,6.301251,10.05,0.0,0.0,0.0,0.0,-9.9,0.0,0.0793457,0.15000153,865.875,-7.125,0.0,426.53125,-29.28125,3.865738,7.936031,0.0,1324.0737,38.8916,0.0,25.538418,30.46875,0.0,-4.8461914,28.851318,23.982239,-0.74005127,3.7792969,25.519777,25.532206,25.588129,25.507349,1.3916016,0.0,0.0,8.181186,0
495.776,0.122345015,-0.5191739,107.17457,110.89109,101.37362,63.050007,13.955476,-9.717844,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.48,0.0,211.54997,2.0,1.0,0.0,5.0,3104.0,259.125,17.25,55.686275,0.103759766,104.93213,0.0,1.3916025,0.921875,0.0,0.0,41.21,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,72.054665,79.52653,645.29736,624.86646,0.0,8.24477,0.0,21.757559,6.898738,-21.492222,2.0,24.377441,95.46313,27.0,-2.625,4.8545055,0.0,1.128,0.0,0.09613037,-7.5390625,0.6782532,0.724411,0.7381439,0.6303406,2.0,1.0,1.0,5.0,0.7470703,0.60302734,0.72387695,0.60058594,1.8945312,2.0507812,1.9140625,1.8164062,0.0,0.0,0.0,0.0,0.0,3.0,0.9501953,0.00927735,0.0,1.0507812,0.934632,67.01813,0.7812499,0.0,0.0,34.371555,35.163605,27.0,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5488281,-2.6879776,0.0,1.0,0.32813317,1.0571055,1223.6139,107.16261,1.0,101.383255,-58.042267,-0.3316701,101.38323,40.9,280.5,450.0,10.0,0.0,-1.61875,5.041001,10.05,0.0,-0.16,0.0,0.0,-9.74,0.0,0.13427734,0.30999756,865.875,-13.03125,0.0,426.9375,-29.28125,2.6039288,7.936031,0.0,1197.7925,38.812256,0.0,25.60677,28.84375,0.0,-4.5440674,29.89502,25.350952,-0.74005127,3.7792969,25.569487,25.619198,25.439,25.370647,1.3916016,0.0,0.0,8.24477,0
495.806,0.11787601,-0.50766957,108.366974,110.679146,101.37458,63.050007,13.970005,-9.653828,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.48,0.0,211.54997,2.0,1.0,0.0,5.0,3088.0,262.125,16.875,55.686275,0.10675049,105.015045,0.0,1.3916025,0.9296875,0.0,0.0,40.98,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,79.229355,85.958275,640.5213,624.86646,0.0,8.4567175,0.0,21.757559,6.898738,-18.573524,2.0,23.74878,95.461815,27.0,-3.0,4.3975263,0.0,1.028,0.0,0.094177246,-7.515625,0.67993164,0.724411,0.73654175,0.62690735,2.0,1.0,1.0,5.0,0.72631836,0.6677246,0.8276367,0.60058594,1.9140625,2.0507812,1.9140625,1.8359375,0.0,0.0,0.0,0.0,0.0,3.0,1.015625,0.016052257,0.0,1.0507812,0.95245427,67.27905,0.7812499,0.0,0.0,34.813892,35.308064,27.0,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5488281,-2.6875155,0.0,1.0,0.32948118,1.0570955,1222.0386,107.16261,1.0,101.383255,-57.87643,-0.08291753,101.38323,40.79,281.25,450.0,10.0,0.0,-1.4875,4.0328007,10.05,0.0,0.16,0.0,0.0,-9.86,0.0,0.1159668,0.18999863,865.875,-19.0625,0.0,427.25,-29.28125,1.9856422,7.936031,0.0,1163.9862,39.08081,0.0,25.501137,28.25,0.0,-4.483032,30.767822,26.28479,-0.74005127,3.7792969,25.451426,25.519777,25.401716,25.439,1.3916016,0.0,0.0,8.4567175,0
495.838,0.1343008,-0.46556783,109.39878,110.59435,101.37545,63.050007,13.986034,-9.610759,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.48,0.0,211.54997,2.0,1.0,0.0,3.0,3073.0,-180.0,16.5,55.686275,0.08972168,104.227325,0.0,1.3916025,0.921875,0.0,0.012207031,41.03,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,87.74133,88.10219,637.0719,624.86646,0.0,8.520302,0.0,21.757559,6.898738,-12.736132,2.0,0.0,95.46064,26.625,-3.375,0.0,0.0,0.0,0.0,0.10290527,-7.40625,0.67993164,0.717926,0.7397461,0.63049316,2.0,1.0,1.0,5.0,0.8105469,0.7019043,0.8276367,0.72875977,1.9140625,2.03125,1.9140625,1.8359375,0.0,0.0,0.0,0.0,0.0,3.0,1.1152344,0.063995406,0.0,1.0507812,1.0012214,68.64929,0.7812499,0.0,-0.02746582,35.111713,35.38211,27.0,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5488281,-2.6873534,1.171875,1.0,0.33017215,1.0570865,1221.7897,107.16261,1.0,80.786545,-250.65967,0.0,0.0,40.85,540.0,450.0,10.0,0.0,-1.4875,3.2262406,10.05,0.0,0.0,0.0,0.0,-9.87,0.0,0.103759766,0.1800003,864.9375,-25.09375,0.0,427.59375,-24.0,1.682682,7.469206,0.0,1087.88,38.623047,0.0,25.445213,30.875,0.0,-20.413208,28.674316,8.261108,-0.74005127,3.7792969,25.439,25.414145,25.519777,25.463854,1.3916016,0.0,0.0,8.520302,0
495.876,0.12744065,-0.44872713,107.407234,109.95851,101.37623,63.050007,13.973818,-9.772484,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.48,0.0,211.54997,2.0,1.0,0.0,3.0,3071.0,261.75,16.875,54.901962,0.10015869,104.49266,0.0,1.3916025,0.921875,0.0,0.040649414,40.82,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,87.21066,79.52653,632.82654,624.86646,52.928925,8.923002,0.0,21.757559,6.898738,-8.75609,2.0,14.201355,95.45958,26.625,-3.375,4.5605016,0.0,1.072,0.0,0.09655762,-5.921875,0.6845093,0.71617126,0.7241821,0.63430786,2.0,1.0,1.0,5.0,0.71533203,0.95581055,0.60668945,0.7385254,1.9335938,2.03125,1.875,1.8554688,0.0,0.0,0.0,0.0,0.0,3.0,1.5947266,0.12637338,0.0,0.9296875,1.161805,71.699524,0.7812499,0.0,-0.033569336,33.997448,34.544373,26.25,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.549591,-2.6854749,3.90625,1.0,0.3223547,1.0570784,1221.9556,107.16261,1.0,80.786545,-264.0094,-0.41458762,0.0,40.71,281.625,450.0,10.0,0.0,-1.4875,2.5809925,10.05,0.0,0.0,0.0,0.0,-9.94,0.0,0.06713867,0.11000061,864.9375,0.34375,0.0,427.90625,-12.0,1.5342314,7.469206,0.0,953.77997,38.7146,0.0,25.370647,28.96875,0.0,-23.001099,28.796387,5.795288,-0.74005127,3.7792969,25.364433,25.345793,25.40793,25.383076,1.3916016,0.0,0.0,8.923002,0
495.906,0.12195252,-0.46074086,109.474335,109.91614,101.37693,63.050007,13.971126,-9.736992,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.48,0.0,211.54997,2.0,1.0,0.0,3.0,3077.0,261.75,16.5,54.901962,0.10406494,104.61704,0.0,1.3916025,0.9296875,0.0,0.049865723,40.79,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,83.14571,73.09478,632.2959,624.86646,53.8826,9.219729,0.0,21.757559,6.898738,-7.164074,2.0,9.332275,95.458626,25.875,-3.375,4.5654593,0.0,1.072,0.0,0.095214844,-5.609375,0.6855774,0.7246399,0.7230377,0.64071655,2.0,1.0,1.0,5.0,0.6945801,0.95581055,0.7141113,0.8154297,1.9335938,2.0507812,1.875,1.8554688,0.0,0.0,0.0,0.0,0.0,3.0,1.9999695,0.33926415,0.0,0.9296875,1.1914681,72.06268,0.7812499,0.0,-0.030517578,34.242855,34.392918,26.25,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5491333,-2.68572,4.7851562,1.0,0.3210656,1.0580524,1220.7119,107.26211,1.0,80.786545,-263.429,0.6633402,0.0,40.64,281.625,450.0,10.0,0.0,-1.4875,2.064794,10.05,0.0,-0.08,0.0,0.0,-9.9,0.0,0.06713867,0.15000153,864.9375,0.71875,0.0,427.71875,-8.0625,1.4614906,7.469206,0.0,917.89246,38.75122,0.0,25.320938,28.5625,0.0,-22.802734,28.485107,5.682373,-0.74005127,3.7792969,25.28987,25.320938,25.345793,25.333366,1.3916016,0.0,0.0,9.219729,0
495.938,0.097562015,-0.48429638,107.50286,110.04329,101.37756,63.050007,13.963382,-9.817552,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.48,0.0,211.54997,2.0,1.0,0.0,3.0,3087.0,262.5,16.875,54.901962,0.09692383,104.46779,0.0,1.3916025,0.9375,0.0,0.076660156,40.83,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,78.19985,66.66303,633.35724,624.86646,56.74362,8.965392,0.0,21.757559,6.633402,-7.694746,2.0,5.7525635,95.45776,26.25,-3.0,4.498735,0.0,1.052,0.0,0.09979248,-5.6171875,0.68588257,0.7210541,0.7242584,0.64071655,2.0,1.0,1.0,5.0,0.6945801,0.6933594,0.75683594,0.7092285,1.9335938,2.03125,1.875,1.8554688,0.0,0.0,0.0,0.0,0.0,3.0,1.7353516,0.323395,0.0,0.9296875,1.1801766,72.39685,0.7812499,0.0,-0.033569336,33.688046,34.226803,26.25,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5488281,-2.6866295,6.25,1.0,0.3184304,1.0602542,1221.541,107.485985,1.0,80.786545,-266.66275,0.49750513,0.0,40.67,282.0,450.0,10.0,0.0,-1.4875,1.6518353,10.05,0.0,0.08,0.0,0.0,-9.89,0.0,0.07324219,0.16000366,868.0625,0.5,0.0,427.34375,3.46875,1.4258475,7.469206,0.0,1005.3612,39.385986,0.0,25.320938,29.9375,0.0,-23.187256,27.941895,4.7546387,-0.74005127,3.7792969,25.320938,25.296083,25.333366,25.370647,1.3916016,0.0,0.0,8.965392,0
495.969,0.078049615,-0.5124686,105.57184,112.62905,101.377304,63.050007,13.952102,-9.843947,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.1425,0.0,211.54997,2.0,1.0,0.0,3.0,3092.0,260.625,25.125,55.686275,0.08557129,104.21075,0.0,1.3916025,0.9296875,0.0,0.1109314,40.82,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,73.48748,60.23129,636.54126,624.86646,56.505203,9.325704,0.0,21.757559,6.633402,-9.021426,2.0,1.7166138,95.45699,27.0,5.25,4.7856407,0.0,1.096,0.0,0.109558105,-6.1875,0.69007874,0.72776794,0.7242584,0.64315796,2.0,1.0,1.0,5.0,0.80566406,0.91064453,0.6982422,0.7092285,1.9335938,2.0507812,1.875,1.875,0.0,0.0,0.0,0.0,0.0,3.0,1.4140625,0.25103778,0.0,0.9296875,1.1459969,72.30072,0.7812499,0.0,-0.033569336,33.505795,35.050064,26.25,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5488281,-2.6870563,8.0078125,1.0,0.32679546,1.0579668,1221.541,107.25382,1.0,80.77825,-265.25314,-0.41458762,0.0,40.62,280.875,450.0,10.0,0.0,-1.4875,1.3214682,10.05,0.0,0.32,0.0,0.0,-9.85,0.0,0.07324219,0.20000076,868.0625,6.5625,0.0,427.21875,17.90625,1.4083827,7.936031,0.0,1176.8674,39.01367,0.0,25.333366,32.875,0.0,-23.165894,27.648926,4.4540405,-0.74005127,3.7792969,25.370647,25.271229,25.345793,25.364433,1.3916016,0.0,0.0,9.325704,0
496.006,0.06243969,-0.52373743,108.86894,146.24397,101.37707,63.050007,13.961783,-9.70468,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.1425,0.0,211.54997,2.0,1.0,0.0,3.0,3120.0,259.125,40.5,55.686275,0.09857178,104.84092,0.0,1.3916025,0.9296875,0.0,0.1451416,40.82,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,67.48558,59.042583,642.644,624.86646,57.697296,9.940352,0.0,21.757559,6.633402,-14.328148,2.0,2.8945923,95.4563,26.625,20.625,5.211429,0.0,1.14,0.0,0.14581299,-7.1953125,0.68588257,0.7170868,0.72120667,0.6439972,2.0,1.0,1.0,5.0,0.6530762,0.6359863,0.83496094,0.6652832,1.9140625,2.03125,1.875,1.8554688,0.0,0.0,0.0,0.0,0.0,3.0,1.1328125,0.11746224,0.0,0.9296875,1.0709846,71.79718,0.7812499,0.0,-0.02746582,34.46577,42.656815,26.625,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5488281,-2.6872478,9.765625,1.0,0.39873567,1.0552701,1222.8677,106.98019,1.0,80.77825,-262.84854,-0.82917523,0.0,40.47,280.5,450.0,10.0,0.0,-1.4875,1.0571746,10.05,0.0,0.0,0.0,0.0,-9.7,0.0,0.14038086,0.34999847,868.0625,11.8125,0.0,426.375,32.65625,1.3998249,9.336507,0.0,1262.4237,40.460205,0.0,25.271229,43.75,0.0,-23.083496,26.055908,2.796936,-0.74005127,3.7792969,25.252586,25.252586,25.277443,25.097244,1.3916016,0.0,0.0,9.940352,0
496.038,0.049951755,-0.49074498,134.84244,187.10751,101.376854,63.050007,13.956842,-8.858059,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.1425,0.0,211.54997,2.0,1.0,0.0,3.0,3143.0,258.75,31.125,55.686275,0.11981201,105.83593,0.0,1.3916025,0.9375,0.0,0.19924927,40.79,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,62.635235,65.60169,647.15466,624.86646,74.625015,12.950011,0.0,21.757559,6.368066,-20.696215,2.0,21.507263,95.45567,24.0,11.25,5.528529,0.0,1.228,0.0,0.18902588,-8.71875,0.6839752,0.7170868,0.72525024,0.644989,2.0,1.0,1.0,5.0,0.6689453,0.7385254,0.83496094,0.6713867,1.8945312,2.03125,1.8945312,1.8554688,0.0,0.0,0.0,0.0,0.0,3.0,1.0683594,0.06408696,0.0,0.9296875,1.0139778,71.46912,0.7812499,0.0,-0.009155273,40.302795,51.62057,27.0,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5480652,-2.689182,12.109375,1.0,0.4862937,1.0470933,1221.541,106.15102,1.0,80.77825,-255.13722,-1.9900205,0.0,40.58,281.625,450.0,10.0,0.0,-1.4875,0.84573966,10.05,0.0,-0.08,0.0,0.0,-9.84,0.0,0.12817383,0.20999908,868.6875,16.3125,0.0,425.15625,56.09375,1.3956316,11.203809,0.0,1270.4113,43.463135,0.0,25.320938,56.71875,0.0,-22.583008,24.707031,1.7288208,-0.74005127,3.7792969,25.277443,25.333366,25.296083,25.196663,1.3916016,0.0,0.0,12.950011,0
496.069,0.039961405,-0.44004798,174.65144,222.71474,101.37584,63.050007,13.941665,-7.5699,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.1425,0.0,211.54997,2.0,1.0,0.0,3.0,3180.0,256.875,27.375,55.686275,0.13439941,106.89727,0.0,1.3885508,0.984375,0.0,0.2727356,40.64,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,64.057434,72.203255,649.2774,624.86646,88.93013,16.80746,0.0,21.757559,6.368066,-23.084238,2.0,33.50525,95.45511,20.625,7.125,7.6929483,0.0,1.704,0.0,0.2286377,-9.53125,0.6839752,0.71784973,0.721817,0.64712524,2.0,1.0,1.0,5.0,0.6567383,0.7336426,0.6958008,0.7055664,1.8945312,2.03125,1.875,1.8554688,0.0,0.0,0.0,0.0,0.0,3.0,1.0332031,0.056915324,0.0,0.9296875,0.99365306,71.49353,0.7812499,0.0,0.0,49.183308,59.80848,26.25,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5476074,-2.6911693,15.625,1.0,0.5670604,1.0403967,1218.1414,105.47109,1.0,80.76996,-248.33798,-2.0729382,0.0,40.53,289.125,450.0,10.0,0.0,-1.4875,0.67659175,10.05,0.0,0.08,0.0,0.0,-9.94,0.0,0.091552734,0.11000061,868.6875,28.15625,0.0,423.0625,88.03125,1.3920202,13.07111,0.0,1254.155,46.289062,0.0,25.277443,68.59375,0.0,-22.192383,22.631836,0.0,-0.74005127,3.7792969,25.271229,25.252586,25.252586,25.227732,1.3916016,0.0,0.0,16.80746,0
496.106,0.031969126,-0.3635192,220.04582,276.5919,101.37492,63.050007,13.942759,-5.935202,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.1425,0.0,211.54997,2.0,1.0,0.0,3.0,3182.0,246.375,32.625,55.686275,0.1585083,110.52077,0.0,1.3916025,0.9921875,0.0,0.33013916,40.62,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,73.49279,81.118546,649.2774,624.86646,126.600266,20.940443,0.0,21.757559,6.10273,-24.676254,2.0,37.657166,95.454605,18.375,13.125,10.429413,0.0,2.28,0.0,0.2814331,-11.5234375,0.68084717,0.7184601,0.7185364,0.63934326,2.0,1.0,1.0,5.0,0.7104492,0.8203125,0.6933594,0.579834,1.8945312,2.03125,1.875,1.8359375,0.0,0.0,0.0,0.0,0.0,3.0,1.0185547,0.058929484,0.0,0.9296875,0.96478343,71.46759,0.7812499,0.0,0.0,60.453217,73.34953,25.125,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.546692,-2.6943035,22.460938,1.0,0.70018065,1.033372,1214.4929,104.75801,1.0,80.76996,-241.20708,-1.9071031,0.0,40.58,289.875,450.0,10.0,0.0,-1.4875,0.5412734,10.05,0.0,-0.08,0.0,0.0,-10.01,0.0,0.061035156,0.0399971,868.6875,50.9375,0.0,422.15625,112.9375,1.3918072,15.405237,0.0,1246.0549,48.24829,0.0,25.246374,84.4375,0.0,-21.691895,22.369385,0.0,-0.74005127,3.7792969,25.196663,25.277443,25.202877,25.227732,1.3916016,0.0,0.0,20.940443,0
496.14,0.0255753,-0.2766577,260.04758,320.4651,101.3741,63.050007,13.937665,-4.2286577,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1055.1425,0.0,211.54997,2.0,1.0,0.0,3.0,3223.0,246.375,26.625,55.686275,0.18328857,113.54726,0.0,1.3916025,0.96875,0.0,0.45272827,41.18,0.0,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,82.93344,87.900536,647.9507,624.86646,160.4557,25.518517,0.0,21.757559,5.8373938,-23.349575,2.0,37.924194,95.45415,17.25,6.375,10.414087,0.0,2.28,0.0,0.32281494,-13.6953125,0.6819153,0.7220459,0.72006226,0.642395,2.0,1.0,1.0,5.0,0.83496094,0.8203125,0.76049805,0.72509766,1.8945312,2.03125,1.875,1.8554688,0.0,0.0,0.0,0.0,0.0,3.0,0.9824219,0.06793218,0.0,0.9296875,0.94793767,71.56067,0.7812499,0.0,0.0,72.21858,85.8138,24.375,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.546692,-2.6957784,28.710938,1.0,0.857503,1.0203751,1213.7467,103.439606,1.0,86.80636,-190.12988,-3.0679483,0.0,40.68,289.875,450.0,10.0,0.0,-1.4875,0.43301874,10.05,0.0,0.32,0.0,0.0,-9.55,0.0,0.12817383,0.5,869.25,63.90625,0.0,421.0625,164.40625,1.3917029,18.673014,0.0,1236.2112,55.670166,0.0,25.470068,96.84375,0.0,-20.635986,20.06836,0.0,-0.74005127,3.7792969,25.463854,25.45764,25.296083,25.28987,1.3916016,0.0,0.0,25.518517,0
496.169,0.02046024,-0.16691308,312.38745,370.7815,101.37418,63.050007,13.922381,-2.4070761,0.0,0.4333496,0.0,0.0,0.0,0.0,0.0,1053.005,0.0,211.54997,2.0,1.0,0.0,3.0,3189.0,243.375,26.625,55.686275,0.20440674,117.09613,0.0,1.3916025,0.9609375,0.0,0.6135254,41.18,0.03125,0.8125,0.0,0.6640625,-0.0078125,1.0,0.0,0.6484375,0.0,0.875,0.0,0.6484375,88.93004,94.587006,645.032,624.86646,166.893,29.778667,0.0,21.757559,5.8373938,-22.022894,2.0,44.036865,95.453735,16.125,6.75,11.840822,0.0,2.62,0.0,0.35986328,-16.109375,0.68733215,0.72654724,0.72509766,0.642395,2.0,1.0,1.0,5.0,0.83496094,0.8496094,0.8618164,0.57128906,1.9140625,2.0507812,1.8945312,1.8554688,0.0,0.0,0.0,0.0,0.0,3.0,0.93847656,0.029266378,0.0,0.9296875,0.94250554,71.68884,0.7812499,0.0,0.0,84.77801,96.50338,23.625,0.0,0.0,0.0,0.0,0.0,0.25,220.99994,2.5453186,-2.699849,36.914062,0.0,0.97615755,1.0076963,1210.5131,102.15439,1.0,97.88414,-69.733635,-3.8971236,0.0,40.74,294.375,450.0,10.0,0.0,-1.4875,0.346415,10.05,0.0,-0.4,0.0,0.0,-9.61,0.0,0.21362305,0.43999863,869.25,84.46875,0.0,421.125,232.53125,1.3916517,23.341269,0.0,1222.205,54.589844,0.0,25.581915,107.96875,0.0,-10.598755,21.936035,11.314392,-0.74005127,3.7792969,25.532206,25.60677,25.296083,25.320938,1.3916016,0.0,0.0,29.778667,0
